image,kontext_images,prompt,loss_weight
/data1/dataset/DROID/train_v8/final/11172_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/11172_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup on the table. Place the cup on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11172_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/11160_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11160_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup in the sink. Place the cup on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11160_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/10901_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10901_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker on the table. Place the marker in the cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10901_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11068_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11068_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the clothes from the back of the chair. Place the clothes inside the box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11068_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/14396_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14396_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the can from the counter. Place the can in the cabinet.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14396_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/19405_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/19405_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up a black object from the middle topmost drawer. Place a black object on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/19405_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/21175_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/21175_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the snack on the countertop. Place the snack in the tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/21175_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/21175_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/21175_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the snack on the countertop. Place the orange packet and the purple packet on the tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/21175_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/11317_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11317_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the can on the table. Place the can on the metal object.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11317_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12347_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12347_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the black packaged snack from the sink. Place the black packaged snack on the counter.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12347_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11652_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11652_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the green packet from the sink. Place the green packet on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11652_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/19914_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/19914_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the table. Place the marker in the transparent cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/19914_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11802_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11802_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the container on the table. Place the container in the cabinet.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11802_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/19018_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/19018_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the second pillow from the couch. Place the second pillow against the first pillow.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/19018_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/11604_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11604_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object on the table. Place the object in the plate.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11604_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/15261_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15261_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the orange cube from the table. Place the orange cube on top of the green cube.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15261_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11889_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11889_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object in the tray. Place the object in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11889_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/14362_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14362_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the towel on the box lid. Place the towel in the paper bag.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14362_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/14756_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14756_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the green block on the table. Place the green block on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14756_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/53353_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/53353_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the screwdriver from the white cup. Place the screwdriver on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/53353_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12270_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12270_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pen from the table. Place the pen in the cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12270_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/37190_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/37190_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the banana plush toy from the basket. Place the banana plush toy inside the upper cabinet.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/37190_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/1083_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1083_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the carrot plushie from the table. Place the carrot plushie on the pan.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1083_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/1219_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1219_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the countertop next to the pot. Place the lid on the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1219_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12033_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12033_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bottle from the table. Place the bottle in the clear container.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12033_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/118_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/118_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bottle from the table. Place the bottle in front of the original position.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/118_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/17704_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/17704_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker. Place the marker in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/17704_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/27187_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/27187_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object in the white pot. Place the object on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/27187_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11395_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11395_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bottle in front of the table. Place the bottle on the tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11395_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/27035_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/27035_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the purple plush toy from the sink. Place the purple plush toy in the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/27035_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12286_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12286_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the red square on the table. Place the red square on the green square.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12286_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12184_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12184_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pear plush toy from the tray. Place the pear plush toy in the box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12184_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10935_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10935_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the table. Place the marker in the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10935_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11862_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11862_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the metal can from the kitchen countertop. Place the metal can in the sink.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11862_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/15556_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15556_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object on the transparent box. Place the object on the transparent box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15556_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/18100_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/18100_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the red block from the table. Place the red block on the green block.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/18100_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/1070_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1070_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the jar on the counter. Place the jar in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1070_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/24826_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/24826_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the plastic bottle on the table. Place the plastic bottle inside the container.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/24826_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/1066_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1066_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the black marker from the silver container. Place the black marker on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1066_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10769_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10769_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the can from the sink. Place the can on the table on the sink.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10769_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11247_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11247_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up chopsticks on the table. Place chopsticks in the white cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11247_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11482_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11482_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the seal tape on the table. Place the seal tape in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11482_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/85774_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/85774_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the orange plushy from the table. Place the orange plushy in the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/85774_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/14263_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14263_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the orange block from the table. Place the orange block on the green block.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14263_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/13138_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/13138_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pineapple from the table. Place the pineapple on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/13138_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/13262_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/13262_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the can from the sink. Place the can on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/13262_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12020_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12020_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid on the tray. Place the lid on the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12020_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/14252_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14252_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the first light blue sphere on the table. Place the light blue sphere in the blue cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14252_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11238_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11238_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the pot. Place the lid on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11238_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/21756_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/21756_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the folded towel from the table. Place the folded towel in the box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/21756_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/11791_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11791_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup on the desk. Place the cup on the tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11791_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/1127_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1127_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the purple object from the table. Place the purple object in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1127_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/40242_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/40242_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object in the container. Place the object on the surface.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/40242_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11046_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11046_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the transparent lid from the table. Place the lid on the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11046_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11441_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11441_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the red marker from the dark green mug. Place the marker on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11441_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/15717_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15717_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the tray. Place the lid on the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15717_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/16737_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/16737_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the purple toy in the basket. Place the toy on the grey plate.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/16737_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11179_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11179_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the yellow block on the table. Place the yellow block in the cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11179_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10725_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10725_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup on the table. Place the cup on the table to the white bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10725_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/21478_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/21478_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the second pillow from the sofa. Place the second pillow neatly next to the first pillow on the sofa.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/21478_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/13221_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/13221_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the table. Place the marker in the cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/13221_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/14208_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14208_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the green marker on the table. Place the green marker inside the yellow bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14208_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12101_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12101_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the green object on the table. Place the green object in the basket.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12101_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12495_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12495_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the red can from the sink. Place the red can on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12495_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10879_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10879_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the small object on the table. Place the small object on the green block.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10879_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12008_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12008_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the countertop. Place the lid on the black pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12008_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11420_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11420_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup on the table. Place the cup on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11420_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10984_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10984_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the sponge on the countertop. Place the sponge in the transparent box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10984_exterior_image_2_left_pair0.png
